,complex_nm,trains,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17
390,Broad Channel,A S,75969.0,36849.0,74386.0,91766.0,91208.0,87774.0,5196.0,4664.0,4695.0,4876.0,5057.0,5061,4827.0,4417.0,4242.0,4354.0,4126.0,3718
391,Broadway,N W,4161120.0,4325297.0,4407347.0,4300632.0,4189306.0,4060805.0,267.0,127.0,251.0,310.0,313.0,302,171.0,84.0,191.0,234.0,210.0,204
392,Court Sq,E G M 7,5340581.0,6072768.0,6664442.0,6730837.0,6809217.0,7003218.0,13041.0,13280.0,13515.0,13236.0,12957.0,13242,16517.0,17411.0,17790.0,17142.0,16276.0,12922
393,Elmhurst Av,M R,4344648.0,4343633.0,4362316.0,4350714.0,4268747.0,4039686.0,18631.0,20446.0,22433.0,22717.0,23317.0,23672,12787.0,16214.0,17776.0,17591.0,16026.0,18322
394,Far Rockaway-Mott Av,A,1217871.0,806025.0,1486147.0,1576988.0,1572694.0,1472005.0,13562.0,13597.0,13568.0,13588.0,13508.0,12967,17262.0,16028.0,16519.0,16279.0,14896.0,13572
395,Flushing-Main St,7,19034789.0,19102434.0,19085948.0,19082391.0,19257879.0,18746832.0,4068.0,2651.0,4748.0,4989.0,5009.0,4738,3639.0,2355.0,5030.0,5569.0,5345.0,4846
396,Forest Av,M,1134938.0,1179301.0,1235376.0,1317289.0,1316296.0,796742.0,60540.0,60190.0,60252.0,60226.0,60259.0,58511,70993.0,68974.0,69065.0,68232.0,70714.0,70807
397,Forest Hills-71 Av,E F M R,8342293.0,8573480.0,8585239.0,8654547.0,8581096.0,8748221.0,3971.0,4103.0,4210.0,4386.0,4429.0,2819,2606.0,2423.0,3008.0,3678.0,3421.0,1424
398,Fresh Pond Rd,M,1590304.0,1534754.0,1676862.0,1806429.0,1831889.0,1198376.0,27537.0,27728.0,27784.0,28209.0,28135.0,27760,26787.0,27914.0,27854.0,27174.0,25846.0,31485
399,Grand Av-Newtown,M R,5741626.0,5832568.0,5861823.0,5995764.0,6057028.0,5792378.0,5545.0,5333.0,5677.0,6002.0,6130.0,4223,3739.0,3188.0,4273.0,5103.0,4919.0,2230
400,Howard Beach-JFK Airport,A,1074516.0,1626984.0,963503.0,1041816.0,1012067.0,1123405.0,18108.0,18298.0,18413.0,18955.0,19373.0,18754,22147.0,21480.0,21475.0,21443.0,20303.0,18805
401,Hunters Point Av,7,1704114.0,1710103.0,1791109.0,1848769.0,1994002.0,1999970.0,3227.0,4972.0,2835.0,3059.0,3011.0,3292,4751.0,6509.0,4349.0,4740.0,4365.0,5145
402,Jamaica Center-Parsons-Archer,E J Z,12204423.0,12507906.0,12784635.0,12622977.0,12470914.0,11604228.0,6521.0,6400.0,6666.0,6803.0,7292.0,7283,1442.0,1542.0,1738.0,2150.0,2523.0,2765
403,Jamaica-179 St,F,6767423.0,6868439.0,6818494.0,6898938.0,6783119.0,6463698.0,41130.0,41686.0,42261.0,42115.0,41603.0,39326,35186.0,34680.0,37145.0,34737.0,34062.0,29466
404,Jamaica-Van Wyck,E,1552178.0,1565998.0,1587413.0,1545016.0,1536716.0,1555962.0,23330.0,23280.0,23093.0,23417.0,23121.0,22421,17189.0,17318.0,17249.0,17197.0,16265.0,14061
405,Junction Blvd,7,6784942.0,6816700.0,6946966.0,7064435.0,7249912.0,7084849.0,4930.0,4992.0,5121.0,5092.0,5022.0,4972,5876.0,5422.0,5200.0,4532.0,4672.0,5407
406,Kew Gardens-Union Turnpike,E F,8296905.0,8609185.0,8363109.0,8354731.0,8109611.0,7811007.0,20938.0,20818.0,21116.0,21557.0,22051.0,21751,28341.0,27840.0,28848.0,28900.0,29702.0,28592
407,Mets-Willets Point,7,1693024.0,1902121.0,1875472.0,2120859.0,2004343.0,1873789.0,27884.0,28289.0,27693.0,27558.0,27085.0,26493,24355.0,25970.0,24147.0,24732.0,22088.0,19813
408,Middle Village-Metropolitan Av,M,1189616.0,1200171.0,1300110.0,1361246.0,1365048.0,875782.0,4618.0,4675.0,4555.0,5244.0,5367.0,5028,9273.0,12709.0,12295.0,14507.0,11209.0,10608
409,Northern Blvd,M R,2214223.0,2239136.0,2290836.0,2282296.0,2264100.0,2140551.0,4053.0,4092.0,4318.0,4489.0,4530.0,3064,3268.0,2900.0,3733.0,4030.0,3868.0,1753
410,Ozone Park-Lefferts Blvd,A,2246624.0,2262961.0,2263109.0,2224331.0,2351557.0,2306419.0,7201.0,7235.0,7431.0,7428.0,7413.0,7107,7587.0,7285.0,7304.0,7178.0,6821.0,6133
411,Parsons Blvd,F,1950852.0,2035948.0,2052252.0,2094007.0,2063042.0,1998650.0,7460.0,7476.0,7641.0,7732.0,8023.0,7722,6976.0,6568.0,5764.0,4545.0,5538.0,6307
412,Queens Plaza,E M R,2747366.0,2855006.0,3005223.0,3101888.0,3124028.0,3374948.0,6329.0,6463.0,6540.0,6640.0,6644.0,6593,6740.0,7174.0,7096.0,7420.0,6736.0,5905
413,Queensboro Plaza,N W 7,3350219.0,3569290.0,3785260.0,3773168.0,4105500.0,4566287.0,9695.0,9696.0,10125.0,10475.0,10652.0,11369,6051.0,7189.0,7987.0,8111.0,7574.0,9040
414,Rockaway Blvd,A,2446937.0,2637100.0,2575171.0,1729268.0,2382252.0,2371645.0,10752.0,11132.0,11554.0,11786.0,12936.0,13502,12254.0,13610.0,15734.0,14352.0,14891.0,20654
415,Rockaway Park-Beach 116 St,A S,251080.0,135956.0,231407.0,255542.0,250220.0,235691.0,8045.0,8662.0,8474.0,5690.0,7683.0,7786,7989.0,7903.0,7630.0,5142.0,7763.0,7211
416,Seneca Av,M,716729.0,711011.0,755026.0,842069.0,854251.0,454373.0,741.0,379.0,677.0,747.0,727.0,683,1143.0,703.0,1053.0,1137.0,1167.0,1091
417,Steinway St,M R,4866245.0,4798179.0,4807448.0,4779346.0,4703321.0,4733777.0,2461.0,2428.0,2545.0,2726.0,2832.0,1576,1851.0,1653.0,1957.0,2712.0,2410.0,930
418,Sutphin Blvd,F,1468970.0,1550363.0,1468419.0,1506607.0,1414334.0,1338831.0,15061.0,14769.0,14870.0,14895.0,14836.0,14867,20193.0,19118.0,18764.0,18200.0,16851.0,17555
419,Sutphin Blvd-Archer Av-JFK Airport,E J Z,6975316.0,7303038.0,7633725.0,7767728.0,7904869.0,7457153.0,4760.0,4932.0,4795.0,4851.0,4652.0,4496,5086.0,5397.0,4502.0,4959.0,4134.0,3570
420,Vernon Blvd-Jackson Av,7,3357030.0,3726974.0,4169876.0,4462652.0,4877185.0,4821191.0,22285.0,23012.0,23747.0,24349.0,24796.0,23843,25388.0,26184.0,28862.0,28383.0,28587.0,25234
421,Woodhaven Blvd,J Z,1328319.0,1398536.0,1505920.0,1551590.0,1513298.0,1512676.0,11541.0,12610.0,14123.0,14819.0,15910.0,15781,8612.0,9491.0,10347.0,12582.0,14981.0,14901
422,Woodhaven Blvd,M R,7157320.0,7157254.0,7125205.0,7120037.0,7144921.0,6871409.0,4464.0,4576.0,4796.0,4940.0,4838.0,5104,3835.0,4255.0,5226.0,5388.0,5099.0,3884
423,Woodside-61 St,7,5273308.0,5330760.0,5356621.0,5432682.0,5511564.0,5457171.0,22521.0,22276.0,22156.0,22220.0,22483.0,21879,27847.0,27194.0,27105.0,26745.0,25550.0,23929
